rho,S
1.000000000000000036e-10,1.621848594052156045e+01,-2.967359999377894852e-01,3.882468737435205597e+00,1.067916488418003546e-01,-2.967356526632041747e-01,1.055472112605656321e+01,-2.870806500174815312e+00,1.106015618418867974e-01,3.882468658053286781e+00,-2.870806582776162852e+00,1.920292493197671257e+00,1.603996011596557081e-01,1.067916655767995188e-01,1.106015601046485414e-01,1.603996055372833018e-01,1.378319468955260529e-01
1.000000000000000036e-10,1.622160261841935025e+01,-3.499416360816133831e-01,3.904070996004574745e+00,1.109568770570200230e-01,-3.499412742345889837e-01,1.082910548182148247e+01,-3.135726446439514259e+00,-2.820540495590023386e-02,3.904070901353603684e+00,-3.135726532545756395e+00,2.047932861757872036e+00,1.976171885707158904e-01,1.109568849518130507e-01,-2.820540678974301635e-02,1.976171909290770357e-01,1.350567353313606722e-01
1.000000000000000036e-10,1.622482240929621966e+01,-3.956805003668239507e-01,3.925741238607369343e+00,1.169142287413706405e-01,-3.956801322289902334e-01,1.083550219695456285e+01,-3.328494285028946287e+00,-1.725582663705149122e-01,3.925741130707260496e+00,-3.328494372643534316e+00,2.168306862521897305e+00,2.456888168159232777e-01,1.169142274830162198e-01,-1.725582682386276601e-01,2.456888170639807412e-01,1.393653849228438102e-01
1.000000000000000036e-10,1.622798305608330693e+01,-4.317082734423526302e-01,3.946148049327972362e+00,1.242230308796626048e-01,-4.317079075721049763e-01,1.057035642691073107e+01,-3.430303578432863265e+00,-3.085794376567058128e-01,3.946147930540836679e+00,-3.430303665488061871e+00,2.270745493912655899e+00,3.006226934004729845e-01,1.242230203661728177e-01,-3.085794394935212903e-01,3.006226914952511708e-01,1.508134276680634378e-01
1.000000000000000036e-10,1.623093377579474250e+01,-4.566949732753466384e-01,3.964095875507979816e+00,1.323261995532827584e-01,-4.566946183504422829e-01,1.005610721032713606e+01,-3.430497442867939561e+00,-4.225927597997066743e-01,3.964095748485541915e+00,-3.430497527261531232e+00,2.346088853848721900e+00,3.576341763262502194e-01,1.323261798997333594e-01,-4.225927615363894718e-01,3.576341722745873808e-01,1.687566119767419381e-01
1.000000000000000036e-10,1.623354900065305628e+01,-4.702285514437530844e-01,3.978644624038191857e+00,1.406041951379213562e-01,-4.702282160962895086e-01,9.340251953365781290e+00,-3.327945944951461676e+00,-5.025124080240306323e-01,3.978644491657097770e+00,-3.327946024587405738e+00,2.387724401776415206e+00,4.116294160425632009e-01,1.406041666778063137e-01,-5.025124095889907938e-01,4.116294099018366071e-01,1.918933850601254321e-01
1.000000000000000036e-10,1.623573958530340278e+01,-4.727295684930868935e-01,3.989203574689570875e+00,1.484407212736690018e-01,-4.727292611098000696e-01,8.492552693741318492e+00,-3.131610559140435068e+00,-5.391782203688170183e-01,3.989203439973890930e+00,-3.131610631980345616e+00,2.392369291366728934e+00,4.577438334572507816e-01,1.484406845549591514e-01,-5.391782216897755831e-01,4.577438253350337161e-01,2.183801424719692963e-01
1.000000000000000036e-10,1.623745973473448956e+01,-4.653075404507434620e-01,3.995584289004312062e+00,1.552918479812552821e-01,-4.653072689181189103e-01,7.599843484380180314e+00,-2.860119047822804017e+00,-5.275267474954882241e-01,3.995584155036822960e+00,-2.860119111952521109e+00,2.360462065210024107e+00,4.918667881381619256e-01,1.552918037565197418e-01,-5.275267485036648774e-01,4.918667781907130054e-01,2.460060582540141150e-01
1.000000000000000036e-10,1.623870831774485879e+01,-4.495907349702280009e-01,3.998001406653941991e+00,1.607478126140359787e-01,-4.495905063667454682e-01,6.757696039365898244e+00,-2.540145696214836324e+00,-4.674268694564781557e-01,3.998001276481291999e+00,-2.540145749923673701e+00,2.296071356308751366e+00,5.110799682238774677e-01,1.607477618241176798e-01,-4.674268700925151565e-01,5.110799566533055227e-01,2.724089707288310236e-01
1.000000000000000036e-10,1.623952377612769737e+01,-4.274397168189226215e-01,3.997017547145702121e+00,1.645890598876651179e-01,-4.274395370862517085e-01,6.058957105412507538e+00,-2.203539301255794225e+00,-3.639843449376303774e-01,3.997017423685877535e+00,-2.203539343119452987e+00,2.206318013436948888e+00,5.139479738659783470e-01,1.645890036390174893e-01,-3.639843451583687495e-01,5.139479609160679807e-01,2.953060942584298521e-01
1.000000000000000036e-10,1.623997472834926725e+01,-4.010579285911082259e-01,3.993447833338683584e+00,1.667714807974085556e-01,-4.010578022488960337e-01,5.581188180065249860e+00,-1.883590102033863234e+00,-2.270526180406179373e-01,3.993447719300981635e+00,-1.883590130980576483e+00,2.100416551679081145e+00,5.006096394341229550e-01,1.667714203330228628e-01,-2.270526178226695280e-01,5.006096253841894050e-01,3.127289538351603060e-01
1.000000000000000036e-10,1.624014694239866330e+01,-3.724371694215458661e-01,3.988238315271279255e+00,1.674706662701455628e-01,-3.724370993817898157e-01,5.375504607511233601e+00,-1.610946539647096332e+00,-7.009936469642205625e-02,3.988238213097137219e+00,-1.610946554998966329e+00,1.988542834787450531e+00,4.726929672207251243e-01,1.674706029368608351e-01,-7.009936403823181783e-02,4.726929523786614906e-01,3.232035489417620644e-01
1.000000000000000036e-10,1.624012944779756396e+01,-3.435340124588745492e-01,3.982343032694201312e+00,1.670091330791846906e-01,-3.435339999929984400e-01,5.460931758922461299e+00,-1.410283090965926522e+00,9.159321382478601004e-02,3.982342944522857309e+00,-1.410283092438440411e+00,1.880749030515180609e+00,4.330586839013038647e-01,1.670090682918844438e-01,9.159321490683534905e-02,4.330586685950361114e-01,3.259014343860508478e-01
1.000000000000000036e-10,1.624000346274323903e+01,-3.161343035295329784e-01,3.976626758822746410e+00,1.658191491541777529e-01,-3.161343483902285811e-01,5.825251815322105564e+00,-1.298205064936353681e+00,2.428572315748934174e-01,3.976626686479177941e+00,-1.298205052601205223e+00,1.786112351162828071e+00,3.854575185539919069e-01,1.658190843601755060e-01,2.428572330536483137e-01,3.854575031225506709e-01,3.207071511457251223e-01
1.000000000000000036e-10,1.623983383466759278e+01,-2.918106639444613681e-01,3.971795886698099576e+00,1.643836864209713144e-01,-2.918107645589401722e-01,6.430889774237458667e+00,-1.282855549839789333e+00,3.701068181803389145e-01,3.971795831693781587e+00,-1.282855524073536868e+00,1.712191077315500243e+00,3.341662382061748593e-01,1.643836230660298547e-01,3.701068200261877217e-01,3.341662229907734760e-01,3.082190795640806780e-01
1.000000000000000036e-10,1.623966709777639039e+01,-2.721402519623499772e-01,3.968367095208183315e+00,1.631720916574405378e-01,-2.721404057810068444e-01,7.225378669527477982e+00,-1.364227580365387160e+00,4.630052864926557654e-01,3.968367058760955413e+00,-1.364227541763692875e+00,1.664606094714369267e+00,2.835594063247548480e-01,1.631720311553988279e-01,4.630052886828655012e-01,2.835593916603817988e-01,2.896807567300223041e-01
1.000000000000000036e-10,1.623951984378664193e+01,-2.582033018294716542e-01,3.966622622469875736e+00,1.626126143475855323e-01,-2.582035054650570483e-01,8.146598235961592493e+00,-1.535538504886865496e+00,5.140705557103444345e-01,3.966622605465308649e+00,-1.535538454237197703e+00,1.647234973145644599e+00,2.380442981197549990e-01,1.626125580530302095e-01,5.140705582315683309e-01,2.380442843283138710e-01,2.668552024048402305e-01
