time,cart_pos,pend_pos,cart_vel,pend_vel,force
1.320539474487304688e+00,-4.408460638174056812e-02,4.108010364675695136e+00,-4.684898745033262424e-01,3.140559609355753068e-02,-2.805558929906038834e+00
1.340548038482666016e+00,-5.342759598055079467e-02,4.101786169420020833e+00,-4.658329093023762524e-01,-6.522668900762337296e-01,-2.512388939551805755e+00
1.360556125640869141e+00,-6.266896560104923131e-02,4.081881942585908085e+00,-4.583419973386100299e-01,-1.335532819127045689e+00,-2.145965539814300715e+00
1.380567073822021484e+00,-7.170071900737866322e-02,4.048335702988120843e+00,-4.449101789883366798e-01,-2.015345600450225483e+00,-1.704537415555971602e+00
1.400572538375854492e+00,-8.039388194644815633e-02,4.001244975081087674e+00,-4.245516200865673828e-01,-2.688734195221105683e+00,-1.053658016754569271e+00
1.420580148696899414e+00,-8.857892582685515659e-02,3.940705585363522001e+00,-3.942328562901479816e-01,-3.358724129853443596e+00,-2.817365093818345878e-01
1.440588712692260742e+00,-9.604410042378985768e-02,3.866796056206926124e+00,-3.527471702422517730e-01,-4.023945780040004472e+00,6.119675110220270664e-01
1.460596561431884766e+00,-1.025560123980285704e-01,3.779629888526232051e+00,-2.991438610604755799e-01,-4.682139847935715693e+00,1.748126787526832038e+00
1.480613470077514648e+00,-1.078446145496255310e-01,3.679310373185350702e+00,-2.307429241882737458e-01,-5.336409463727205704e+00,2.967473929469980565e+00
1.500614404678344727e+00,-1.116184250156358332e-01,3.565997343302265588e+00,-1.480494629658511974e-01,-5.977877132711155284e+00,4.276979660390923144e+00
1.520621061325073242e+00,-1.135981648158130020e-01,3.440064673375946569e+00,-5.178133515486542382e-02,-6.593951285623965930e+00,5.448766717833404272e+00
1.540629148483276367e+00,-1.135620920940899198e-01,3.302347682847208699e+00,5.309863826284132171e-02,-7.151386286217333854e+00,6.000000000000000000e+00
1.560637950897216797e+00,-1.114713862022867902e-01,3.154740202106971481e+00,1.534458977683653136e-01,-7.578814851002231734e+00,6.000000000000000000e+00
1.580650568008422852e+00,-1.075252485400238767e-01,3.000470361576948353e+00,2.386860869606946545e-01,-7.815639793546814929e+00,6.000000000000000000e+00
1.600654125213623047e+00,-1.020196284839583606e-01,2.843422560257751197e+00,3.096206488535095946e-01,-7.857041507081885534e+00,6.000000000000000000e+00
1.620661497116088867e+00,-9.522350410479239746e-02,2.687431209114162556e+00,3.681272011804386235e-01,-7.712704355290297187e+00,6.000000000000000000e+00
1.640669584274291992e+00,-8.735975709161265812e-02,2.536013096971944769e+00,4.168616360863174330e-01,-7.403937180960188158e+00,6.000000000000000000e+00
1.660678148269653320e+00,-7.859476798958163479e-02,2.392187665389467366e+00,4.587242140611621499e-01,-6.958197305839629365e+00,5.977424100620187808e+00
1.680687189102172852e+00,-6.904267805075597897e-02,2.258420740008740601e+00,4.959729265550807398e-01,-6.402678720716150629e+00,5.903729685632364443e+00
1.700695753097534180e+00,-5.878235095070565713e-02,2.136663012565212405e+00,5.298490166642958465e-01,-5.761345703119657102e+00,5.236603665526128992e+00
1.720703601837158203e+00,-4.796319411808001865e-02,2.028603041570476329e+00,5.522062537124429182e-01,-5.037248551166982224e+00,4.693291162740077738e+00
1.740710496902465820e+00,-3.677635954470834245e-02,1.935574967210227593e+00,5.667968426009913907e-01,-4.261258148969508497e+00,4.270764197398126960e+00
1.760719299316406250e+00,-2.534826635649495286e-02,1.858386831457165211e+00,5.763860246371014240e-01,-3.455364219118310043e+00,4.111997892824133416e+00
1.780729532241821289e+00,-1.373383816326699189e-02,1.797453476937799000e+00,5.853619522729989200e-01,-2.637015379415196481e+00,4.058087503286426312e+00
1.800735473632812500e+00,-1.932867304900718827e-03,1.752935629609886581e+00,5.949254785941303636e-01,-1.814623848273093643e+00,4.110145811562847307e+00
1.820743322372436523e+00,1.007659979348547383e-02,1.724856131901540746e+00,6.060685351411483346e-01,-9.937221614473851217e-01,4.282919737979412389e+00
1.840751409530639648e+00,2.233727354864283726e-02,1.713143885448761949e+00,6.198826506967346495e-01,-1.782976875100670267e-01,4.485684087872413350e+00
1.860764741897583008e+00,3.489792204615812382e-02,1.717664321922467874e+00,6.359109658777001295e-01,6.291599888188432743e-01,4.675291905218818655e+00
1.880770683288574219e+00,4.779176039049994051e-02,1.738234990941177394e+00,6.530680784766194069e-01,1.426295064679708791e+00,4.751708062325885606e+00
1.900776386260986328e+00,6.101540222534683477e-02,1.774633017190529127e+00,6.688046043559395804e-01,2.211396276573045938e+00,4.693480119258254923e+00
1.920784235000610352e+00,7.451377144794571472e-02,1.826603679472037500e+00,6.805062224917409752e-01,2.982975119182475598e+00,4.502976637738617782e+00
1.940792322158813477e+00,8.818296124143018555e-02,1.893865070536558060e+00,6.859051919945258202e-01,3.739753611991211812e+00,3.905557749150716518e+00
1.960801362991333008e+00,1.018319270888778660e-01,1.976177572683002870e+00,6.786199409186954856e-01,4.487289274114972137e+00,3.056168069805269116e+00
1.980812549591064453e+00,1.151737567049350153e-01,2.073407986159277350e+00,6.554083156570389423e-01,5.230474235392748028e+00,1.951597817506796728e+00
2.000817298889160156e+00,1.278604061964942473e-01,2.185539162930872692e+00,6.134071922313183434e-01,5.975805425453581954e+00,2.806998459958481296e-01
2.020824909210205078e+00,1.394391460282657924e-01,2.312824114545767529e+00,5.450879312764337348e-01,6.743646293017438786e+00,-1.652978433255849922e+00
2.040832757949829102e+00,1.493657605358271467e-01,2.455813506449013417e+00,4.487879490364431456e-01,7.542706147243945836e+00,-3.877440875170911738e+00
2.060841560363769531e+00,1.570645986729660715e-01,2.615199049830203126e+00,3.230733935744656837e-01,8.377730340234254669e+00,-5.391947716982567584e+00
2.080850124359130859e+00,1.621139774270444756e-01,2.791021449385352238e+00,1.845994677979193033e-01,9.178243859407608340e+00,-6.000000000000000000e+00
2.100875854492187500e+00,1.644616762297979595e-01,2.981520302526577293e+00,5.353081486539204570e-02,9.836075575407269511e+00,-6.000000000000000000e+00
2.120865345001220703e+00,1.643973825494730867e-01,3.182877788228636096e+00,-5.629065821334702791e-02,1.025696931196841888e+01,-6.000000000000000000e+00
2.140873908996582031e+00,1.623572484883085976e-01,3.390011905835967010e+00,-1.441572358041354196e-01,1.041140679872564512e+01,-6.000000000000000000e+00
2.160882234573364258e+00,1.587644136855419219e-01,3.597567269819136104e+00,-2.121368493896204632e-01,1.030232495666639103e+01,-6.000000000000000000e+00
2.180890798568725586e+00,1.539746557995696208e-01,3.800558920770469307e+00,-2.647328943728427531e-01,9.962178719397025262e+00,-6.000000000000000000e+00
2.200911998748779297e+00,1.482404931788191271e-01,3.994832602052670545e+00,-3.075020363227701226e-01,9.438890195819299223e+00,-6.000000000000000000e+00
2.220906257629394531e+00,1.417055511934052214e-01,4.177218960034448259e+00,-3.455686122528649484e-01,8.780997345067456550e+00,-6.000000000000000000e+00
2.240914821624755859e+00,1.344233412314208287e-01,4.345448958650989901e+00,-3.827317169719588463e-01,8.029208443797244854e+00,-4.306314804887850123e+00
2.260922908782958984e+00,1.266622716282777839e-01,4.497611422866025777e+00,-3.941773938789769893e-01,7.182086021206327331e+00,-2.917246370961398050e+00
2.280931711196899414e+00,1.188488412900978591e-01,4.632428987338871096e+00,-3.883029681367077823e-01,6.299520910233811222e+00,-1.817725939953515280e+00
2.300941228866577148e+00,1.112658675033001282e-01,4.749582044999571373e+00,-3.712174005672513877e-01,5.418283167955223689e+00,-1.297949010301538308e+00
2.320946931838989258e+00,1.040403813693320939e-01,4.849293988623593954e+00,-3.524272387072842072e-01,4.556315325832271057e+00,-1.023360139939888169e+00
2.340955495834350586e+00,9.717469344989912439e-02,4.932002258108170167e+00,-3.350487803274959098e-01,3.718111840317876560e+00,-9.940402954809706149e-01
2.360963821411132812e+00,9.061170411406106739e-02,4.998163145271752761e+00,-3.219354928055274678e-01,2.901353850483173957e+00,-1.353007083336266625e+00
2.380974769592285156e+00,8.421545200452508484e-02,5.048110877736807112e+00,-3.180973839549431359e-01,2.096336600601570233e+00,-1.852319448165208771e+00
2.400980472564697266e+00,7.779325927852595579e-02,5.082008097758351717e+00,-3.242555336183458037e-01,1.295867641253999114e+00,-2.500593935343320862e+00
2.420989274978637695e+00,7.113645028393242309e-02,5.099871714368837239e+00,-3.412810546565029912e-01,4.926335998236274216e-01,-3.337328129151540868e+00
2.440996170043945312e+00,6.401284868883753976e-02,5.101570905984451620e+00,-3.706365767046005955e-01,-3.207344105829521563e-01,-4.222614007797877100e+00
2.461003780364990234e+00,5.618532773312905071e-02,5.086883218837192189e+00,-4.113837348124434468e-01,-1.146014453959773860e+00,-5.142029098564433909e+00
2.481013536453247070e+00,4.743758861338671917e-02,5.055577016617792019e+00,-4.623772363199987190e-01,-1.982320903402526202e+00,-5.753600817790945676e+00
2.501020908355712891e+00,3.763166069848086770e-02,5.007539763696136959e+00,-5.170160010906421633e-01,-2.818893951992558655e+00,-6.000000000000000000e+00
2.521028995513916016e+00,2.676517894873911910e-02,4.942871437821056979e+00,-5.683523249793482890e-01,-3.645365538475559664e+00,-6.000000000000000000e+00
2.541036605834960938e+00,1.494889199740218402e-02,4.861826824604491115e+00,-6.119891660857668114e-01,-4.456528795627396455e+00,-6.000000000000000000e+00
2.561046361923217773e+00,2.337029608544706830e-03,4.764716519040799625e+00,-6.479156211809612431e-01,-5.251678841301300693e+00,-6.000000000000000000e+00
2.581054210662841797e+00,-1.091701521168470315e-02,4.651882976947664616e+00,-6.762414932538555190e-01,-6.028225758915588983e+00,-5.994402997400012367e+00
2.601062059402465820e+00,-2.466324006762794438e-02,4.523745049033792931e+00,-6.972190802824860256e-01,-6.780977735351127578e+00,-4.176424722887977836e+00
2.621069908142089844e+00,-3.846629426194931450e-02,4.380572029725071204e+00,-6.824704676826566230e-01,-7.532218078856685040e+00,-1.849341484709944083e+00
2.641077518463134766e+00,-5.155939842679942153e-02,4.222079122674236906e+00,-6.268923694314328943e-01,-8.312751725697658856e+00,1.021251937858624226e+00
2.661086082458496094e+00,-6.307305897517910542e-02,4.047288692697486923e+00,-5.253536271208292252e-01,-9.160276797368974044e+00,4.461748902469757638e+00
2.681096315383911133e+00,-7.203774438243074063e-02,3.854440076993335573e+00,-3.730661990034029318e-01,-1.011407136892956338e+01,6.000000000000000000e+00
2.701117992401123047e+00,-7.782368211448718875e-02,3.642492332370971919e+00,-2.084873831470193117e-01,-1.105905137613339306e+01,6.000000000000000000e+00
2.721110343933105469e+00,-8.051441139457966856e-02,3.413245710578046044e+00,-6.450733941150682549e-02,-1.182873353071594380e+01,6.000000000000000000e+00
2.741118669509887695e+00,-8.057886337354171202e-02,3.171110600719524442e+00,5.335252981405316786e-02,-1.233463994489888549e+01,6.000000000000000000e+00
2.761127233505249023e+00,-7.857519199932397336e-02,2.922033030158356137e+00,1.422108611577309611e-01,-1.251732082546410396e+01,6.000000000000000000e+00
2.781136751174926758e+00,-7.507079105716255030e-02,2.672615156633912026e+00,2.042345817861729862e-01,-1.237302344038051061e+01,6.000000000000000000e+00
2.801143169403076172e+00,-7.053940241593616156e-02,2.428971020480104936e+00,2.463104584722335122e-01,-1.195113813632528021e+01,6.000000000000000000e+00
2.821151018142700195e+00,-6.529236132680055205e-02,2.195927443522626810e+00,2.772485222504114111e-01,-1.132547166280007112e+01,6.000000000000000000e+00
2.841159582138061523e+00,-5.947095958706659358e-02,1.976844005801932536e+00,3.048602848236294238e-01,-1.056533680234491790e+01,6.000000000000000000e+00
2.861167430877685547e+00,-5.308383057364829405e-02,1.773858952827073399e+00,3.344854701089880478e-01,-9.722792174884395067e+00,6.000000000000000000e+00
